frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
0.7,2.0444444444444443,0.1,-2.3241124076698667,-0.022726375183642768,inf,-0.017189506677927995,0.18387958869344584,0.7563681642596521,0.7830587752267474,1.2398569403794466,0.004979334153155038
0.8,0.8,0.2,-2.3698805956627447,-0.0602993714609154,inf,-0.04594487323860459,-0.044433388719083436,0.761946138499718,0.774264858575842,1.1400646229812108,0.019947513981869336
0.5,0.9555555555555556,0.3,-2.3749296488769094,0.07266784878346644,13.761244026636474,0.06254457272381694,3.4753180077927936e-05,0.8606911277941565,0.8726756846356111,1.4964300441982539,0.04499999999959333
0.6,0.9555555555555556,0.25,-2.3807228330967525,0.0755847626527028,13.23017979952923,0.06549074780186788,0.11747020163910674,0.8664543686243358,0.8773554805430188,1.5107049367616308,0.031252844045748455
0.8,1.577777777777778,0.1,-2.408481754384323,0.01734578885788374,57.65088046402083,0.014016231591707442,-0.047796193048644055,0.8080480920495582,0.823737250144805,1.2407506219256044,0.004983315475088455
0.7,2.2,0.1,-2.43980516477959,-0.03227346176024594,inf,-0.025546389593542655,0.18894694794744174,0.7915602541593598,0.8226955288224785,1.3070439207253461,0.004952649714552551
0.6,0.8,0.3,-2.440353185520662,-0.02866617552585013,inf,-0.022722695080525924,0.11944882611950113,0.7926657345705364,0.8098097733618217,1.3616357436629725,0.04422370969333738
0.6,1.7333333333333334,0.15,-2.4902560744115676,0.10768566792320071,9.286286831718222,0.10238203240844994,0.14194465869940137,0.9507489193591369,0.9882745018554294,1.7066575414067275,0.011122734103728252
0.9,0.9555555555555556,0.15,-2.500556968171128,0.010520202128169842,95.05520785787088,0.008745701949910485,-0.12142822620850424,0.8313245167117279,0.836958792519755,1.2858350579978979,0.011250085122557613
0.7,1.2666666666666666,0.15,-2.511449985792388,0.06915443093272554,14.460389399672957,0.06262313568150259,0.26366292319220996,0.9055549273830813,0.9174127707825138,1.4599610537792365,0.011167407791595195
0.5,1.577777777777778,0.2,-2.513613197473097,0.14549174578440446,6.873242152732432,0.14817871958293655,-0.00024371058998963235,1.0184682215753582,1.066020641341992,1.87217073746273,0.01999999999978961
0.7,0.9555555555555556,0.2,-2.5160789339061096,0.023098430450891938,43.292984868648745,0.019650172740106917,0.24966099156540147,0.8507146311037828,0.8565873309580191,1.344157134163509,0.01999896254044122
0.6,1.2666666666666666,0.2,-2.5220824855777804,0.15152880345686143,6.599405374996503,0.1563773150933329,0.13490454673956612,1.031997293754463,1.0566352436457218,1.868776448489713,0.019917108937313778
1.2000000000000002,0.9555555555555556,0.1,-2.5295103938325174,-0.008415731225490315,inf,-0.00696036166347103,-0.1282633807045619,0.8270655843177201,0.832301074062194,1.1305517213276197,0.0049998486064478775
